0	326
1	350
2	314
3	280
4	322
5	310
6	326
7	304
8	352
9	342
10	324
11	318
12	298
13	306
14	300
15	300
16	302
17	256
18	304
19	316
20	316
21	302
22	304
23	290
24	310
25	294
26	300
27	284
28	298
29	310
30	314
31	300
32	306
33	314
34	296
35	312
36	286
37	302
38	306
39	318
40	294
41	298
42	300
43	302
44	300
45	308
46	312
47	318
48	322
49	316
50	316
51	306
52	310
53	308
54	300
55	306
56	308
57	302
58	298
59	286
60	278
61	264
62	280
63	280
64	272
65	252
66	270
67	264
68	256
69	268
70	268
71	270
72	274
73	282
74	274
75	262
76	280
77	266
78	262
79	268
80	268
81	258
82	266
83	272
84	260
85	254
86	264
87	254
88	260
89	264
90	256
91	258
92	258
93	248
94	254
95	244
96	252
97	256
98	256
99	258
100	256
101	250
102	252
103	234
104	240
105	238
106	246
107	244
108	248
109	234
110	232
111	236
112	238
113	242
114	240
115	238
116	230
117	222
118	230
119	228
120	240
121	244
122	232
123	228
124	236
125	236
126	228
127	224
128	228
129	226
130	224
131	222
132	224
133	226
134	228
135	224
136	220
137	220
138	222
139	222
140	218
141	226
142	230
143	228
144	230
145	218
146	232
147	228
148	222
149	230
150	228
151	214
152	224
153	216
154	222
155	214
156	216
157	218
158	220
159	226
160	224
161	224
162	232
163	228
164	224
165	232
166	226
167	228
168	226
169	226
170	228
171	224
172	228
173	228
174	226
175	232
176	230
177	226
178	222
179	226
180	218
181	220
182	220
183	226
184	228
185	226
186	230
187	226
188	222
189	228
190	222
191	216
192	222
193	226
194	224
195	222
196	222
197	224
198	222
199	228
200	222
201	222
202	222
203	216
204	212
205	218
206	222
207	220
208	214
209	218
210	212
211	214
212	218
213	212
214	226
215	214
216	226
217	224
218	224
219	222
220	224
221	220
222	218
223	218
224	224
225	222
226	218
227	218
228	228
229	226
230	224
231	222
232	224
233	222
234	228
235	218
236	210
237	216
238	224
239	224
240	224
241	222
242	218
243	226
244	220
245	216
246	216
247	218
248	218
249	218
250	214
251	218
252	220
253	218
254	220
255	226
256	228
257	226
258	220
259	222
260	226
261	228
262	224
263	222
264	224
265	220
266	218
267	228
268	228
269	226
270	228
271	226
272	224
273	230
274	226
275	224
276	222
277	218
278	208
279	220
280	222
281	228
282	228
283	224
284	232
285	220
286	206
287	222
288	228
289	222
290	220
291	216
292	212
293	214
294	218
295	210
296	218
297	224
298	220
299	210
300	210
301	210
302	220
303	222
304	224
305	222
306	226
307	216
308	212
309	218
310	222
311	222
312	210
313	216
314	218
315	216
316	224
317	218
318	220
319	224
320	218
321	212
322	222
323	224
324	220
325	214
326	216
327	212
328	216
329	220
330	224
331	220
332	222
333	222
334	222
335	228
336	230
337	222
338	212
339	222
340	230
341	226
342	224
343	224
344	226
345	222
346	220
347	220
348	218
349	220
350	218
351	228
352	226
353	228
354	218
355	216
356	226
357	226
358	228
359	230
360	220
361	226
362	218
363	230
364	228
365	226
366	228
367	224
368	218
369	222
370	212
371	218
372	222
373	222
374	224
375	216
376	216
377	210
378	214
379	208
380	216
381	212
382	216
383	216
384	216
385	226
386	220
387	218
388	224
389	220
390	216
391	214
392	218
393	222
394	224
395	222
396	218
397	220
398	220
399	212
400	212
401	220
402	218
403	216
404	222
405	218
406	222
407	218
408	216
409	218
410	212
411	214
412	218
413	212
414	222
415	220
416	220
417	218
418	214
419	220
420	224
421	220
422	218
423	218
424	224
425	222
426	222
427	218
428	226
429	220
430	220
431	218
432	218
433	218
434	216
435	220
436	220
437	222
438	220
439	222
440	216
441	208
442	212
443	222
444	218
445	216
446	218
447	220
448	226
449	228
450	228
451	224
452	224
453	228
454	216
455	226
456	226
457	224
458	224
459	216
460	226
461	222
462	220
463	220
464	216
465	220
466	216
467	220
468	222
469	226
470	220
471	226
472	222
473	222
474	226
475	224
476	232
477	228
478	228
479	224
480	220
481	224
482	224
483	226
484	232
485	224
486	232
487	230
488	226
489	226
490	224
491	220
492	224
493	226
494	228
495	232
496	236
497	230
498	238
499	232
500	236
501	236
502	234
503	228
504	224
505	228
506	228
507	224
508	226
509	230
510	230
511	230
512	232
513	232
514	234
515	232
516	240
517	234
518	226
519	238
520	234
521	238
522	240
523	238
524	234
525	234
526	230
527	232
528	226
529	234
530	238
531	228
532	234
533	232
534	228
535	232
536	222
537	232
538	230
539	226
540	230
541	222
542	226
543	232
544	224
545	224
546	220
547	232
548	232
549	226
550	232
551	232
552	230
553	232
554	228
555	224
556	232
557	234
558	238
559	232
560	236
561	226
562	228
563	222
564	224
565	226
566	226
567	224
568	224
569	226
570	234
571	232
572	242
573	234
574	238
575	238
576	234
577	232
578	238
579	224
580	236
581	234
582	230
583	234
584	234
585	236
586	238
587	240
588	238
589	238
590	238
591	230
592	228
593	228
594	232
595	228
596	228
597	226
598	232
599	232
600	228
601	232
602	232
603	228
604	232
605	228
606	234
607	228
608	234
609	232
610	234
611	228
612	230
613	230
614	232
615	234
616	236
617	230
618	226
619	228
620	222
621	224
622	232
623	234
624	232
625	232
626	236
627	228
628	226
629	226
630	234
631	232
632	226
633	230
634	234
635	236
636	230
637	226
638	226
639	232
640	238
641	238
642	238
643	234
644	232
645	240
646	232
647	234
648	230
649	232
650	232
651	238
652	240
653	234
654	234
655	234
656	232
657	236
658	232
659	228
660	226
661	228
662	230
663	230
664	230
665	228
666	226
667	228
668	226
669	222
670	232
671	228
672	220
673	230
674	224
675	222
676	220
677	222
678	220
679	222
680	224
681	216
682	218
683	218
684	220
685	222
686	220
687	226
688	222
689	222
690	218
691	214
692	218
693	218
694	218
695	218
696	210
697	216
698	216
699	206
700	212
701	212
702	212
703	214
704	212
705	214
706	220
707	214
708	216
709	214
710	218
711	222
712	220
713	218
714	220
715	218
716	218
717	218
718	216
719	224
720	216
721	216
722	214
723	220
724	222
725	218
726	224
727	218
728	218
729	214
730	208
731	218
732	218
733	224
734	218
735	226
736	214
737	226
738	226
739	216
740	214
741	222
742	220
743	216
744	220
745	226
746	226
747	224
748	220
749	226
750	230
751	216
752	226
753	226
754	226
755	220
756	228
757	230
758	220
759	220
760	230
761	224
762	228
763	226
764	216
765	212
766	230
767	226
768	228
769	232
770	224
771	224
772	224
773	228
774	228
775	228
776	222
777	222
778	226
779	220
780	230
781	222
782	224
783	230
784	232
785	220
786	224
787	222
788	222
789	228
790	220
791	214
792	218
793	220
794	218
795	218
796	216
797	222
798	224
799	216
800	216
801	222
802	218
803	228
804	226
805	220
806	224
807	226
808	222
809	232
810	230
811	228
812	226
813	224
814	218
815	220
816	228
817	224
818	230
819	224
820	222
821	224
822	224
823	226
824	226
825	224
826	226
827	218
828	218
829	224
830	224
831	220
832	226
833	214
834	228
835	220
836	226
837	216
838	220
839	210
840	214
841	216
842	214
843	220
844	214
845	210
846	214
847	216
848	212
849	212
850	210
851	212
852	212
853	214
854	210
855	210
856	218
857	216
858	212
859	216
860	218
861	214
862	216
863	210
864	214
865	214
866	220
867	214
868	216
869	212
870	216
871	210
872	212
873	218
874	212
875	212
876	208
877	210
878	218
879	214
880	216
881	216
882	210
883	216
884	220
885	222
886	222
887	220
888	216
889	218
890	218
891	214
892	212
893	212
894	224
895	224
896	216
897	220
898	214
899	212
900	218
901	218
902	216
903	212
904	212
905	216
906	212
907	218
908	218
909	218
910	216
911	218
912	226
913	224
914	216
915	222
916	220
917	218
918	224
919	224
920	222
921	222
922	218
923	222
924	220
925	220
926	216
927	222
928	218
929	214
930	216
931	216
932	208
933	212
934	218
935	216
936	220
937	218
938	220
939	218
940	216
941	222
942	216
943	212
944	214
945	218
946	216
947	214
948	218
949	224
950	218
951	216
952	222
953	220
954	222
955	216
956	226
957	222
958	220
959	222
960	216
961	214
962	218
963	216
964	220
965	218
966	212
967	212
968	216
969	208
970	214
971	216
972	214
973	212
974	218
975	216
976	216
977	220
978	214
979	212
980	212
981	212
982	208
983	214
984	216
985	206
986	218
987	212
988	214
989	216
990	210
991	216
992	214
993	216
994	218
995	216
996	210
997	212
998	218
999	220
1000	216
1001	218
1002	216
1003	214
1004	214
1005	214
1006	218
1007	222
1008	216
1009	216
1010	218
1011	222
1012	222
1013	224
1014	222
1015	222
1016	224
1017	222
1018	222
1019	218
1020	218
1021	208
1022	210
1023	216
1024	212
1025	218
1026	216
1027	216
1028	220
1029	220
1030	218
1031	216
1032	220
1033	222
1034	214
1035	222
1036	218
1037	220
1038	222
1039	224
1040	222
1041	212
1042	218
1043	224
1044	218
1045	224
1046	222
1047	216
1048	218
1049	222
1050	216
1051	224
1052	222
1053	222
1054	214
1055	214
1056	218
1057	220
1058	218
1059	218
1060	216
1061	208
1062	212
1063	210
1064	216
1065	216
1066	214
1067	214
1068	216
1069	212
1070	214
1071	214
1072	214
1073	214
1074	212
1075	216
1076	212
1077	216
1078	218
1079	212
1080	216
1081	212
1082	216
1083	218
1084	216
1085	216
1086	220
1087	220
1088	228
1089	228
1090	224
1091	220
1092	222
1093	220
1094	220
1095	220
1096	216
1097	216
1098	218
1099	216
1100	216
1101	214
1102	212
1103	212
1104	214
1105	218
1106	212
1107	216
1108	216
1109	216
1110	212
1111	216
1112	210
1113	222
1114	218
1115	218
1116	220
1117	218
1118	216
1119	214
1120	216
1121	216
1122	216
1123	210
1124	216
1125	220
1126	218
1127	218
1128	218
1129	216
1130	216
1131	224
1132	222
1133	212
1134	216
1135	222
1136	222
1137	214
1138	222
1139	222
1140	220
1141	218
1142	220
1143	224
1144	218
1145	226
1146	220
1147	220
1148	216
1149	214
1150	218
1151	224
1152	226
1153	216
1154	218
1155	216
1156	218
1157	222
1158	224
1159	226
1160	220
1161	216
1162	216
1163	214
1164	220
1165	218
1166	220
1167	220
1168	214
1169	218
1170	212
1171	216
1172	216
1173	214
1174	214
