0	532
1	508
2	510
3	510
4	510
5	490
6	478
7	462
8	464
9	438
10	426
11	416
12	390
13	380
14	362
15	352
16	344
17	336
18	320
19	296
20	288
21	290
22	282
23	274
24	270
25	256
26	248
27	246
28	234
29	230
30	224
31	212
32	212
33	198
34	202
35	190
36	180
37	180
38	170
39	164
40	150
41	134
42	132
43	138
44	122
45	108
46	104
47	92
48	94
49	88
50	84
51	84
52	78
53	68
54	52
55	58
56	58
57	58
58	54
59	44
60	40
61	40
62	24
63	10
64	8
65	14
66	10
67	4
68	4
69	4
70	4
71	4
72	0
